date_id;date_id;Gesamtstromverbrauch
2015-06-07T00:00:00;2015-06-07T00:00:00;44.396
2015-06-07T01:00:00;2015-06-07T01:00:00;42.812
2015-06-07T02:00:00;2015-06-07T02:00:00;42.222
2015-06-07T03:00:00;2015-06-07T03:00:00;42.142
2015-06-07T04:00:00;2015-06-07T04:00:00;43.387
2015-06-07T05:00:00;2015-06-07T05:00:00;44.067
2015-06-07T06:00:00;2015-06-07T06:00:00;45.093
2015-06-07T07:00:00;2015-06-07T07:00:00;46.346
2015-06-07T08:00:00;2015-06-07T08:00:00;49.431
2015-06-07T09:00:00;2015-06-07T09:00:00;51.95
2015-06-07T10:00:00;2015-06-07T10:00:00;54.364
2015-06-07T11:00:00;2015-06-07T11:00:00;56.385
2015-06-07T12:00:00;2015-06-07T12:00:00;57.352
2015-06-07T13:00:00;2015-06-07T13:00:00;58.065
2015-06-07T14:00:00;2015-06-07T14:00:00;57.276
2015-06-07T15:00:00;2015-06-07T15:00:00;54.681
2015-06-07T16:00:00;2015-06-07T16:00:00;53.046
2015-06-07T17:00:00;2015-06-07T17:00:00;52.211
2015-06-07T18:00:00;2015-06-07T18:00:00;52.686
2015-06-07T19:00:00;2015-06-07T19:00:00;52.55
2015-06-07T20:00:00;2015-06-07T20:00:00;50.773
2015-06-07T21:00:00;2015-06-07T21:00:00;50.454
2015-06-07T22:00:00;2015-06-07T22:00:00;50.984
2015-06-07T23:00:00;2015-06-07T23:00:00;47.88
2015-06-08T00:00:00;2015-06-08T00:00:00;47.245
2015-06-08T01:00:00;2015-06-08T01:00:00;45.954
2015-06-08T02:00:00;2015-06-08T02:00:00;46.635
2015-06-08T03:00:00;2015-06-08T03:00:00;46.357
2015-06-08T04:00:00;2015-06-08T04:00:00;47.882
2015-06-08T05:00:00;2015-06-08T05:00:00;52.306
2015-06-08T06:00:00;2015-06-08T06:00:00;58.094
2015-06-08T07:00:00;2015-06-08T07:00:00;63.459
2015-06-08T08:00:00;2015-06-08T08:00:00;68.074
2015-06-08T09:00:00;2015-06-08T09:00:00;69.077
2015-06-08T10:00:00;2015-06-08T10:00:00;69.901
2015-06-08T11:00:00;2015-06-08T11:00:00;72.341
2015-06-08T12:00:00;2015-06-08T12:00:00;71.124
2015-06-08T13:00:00;2015-06-08T13:00:00;67.887
2015-06-08T14:00:00;2015-06-08T14:00:00;67.689
2015-06-08T15:00:00;2015-06-08T15:00:00;66.917
2015-06-08T16:00:00;2015-06-08T16:00:00;65.257
2015-06-08T17:00:00;2015-06-08T17:00:00;64.787
2015-06-08T18:00:00;2015-06-08T18:00:00;64.757
2015-06-08T19:00:00;2015-06-08T19:00:00;63.407
2015-06-08T20:00:00;2015-06-08T20:00:00;60.488
2015-06-08T21:00:00;2015-06-08T21:00:00;58.104
2015-06-08T22:00:00;2015-06-08T22:00:00;57.236
2015-06-08T23:00:00;2015-06-08T23:00:00;54.615
2015-06-09T00:00:00;2015-06-09T00:00:00;53.284
2015-06-09T01:00:00;2015-06-09T01:00:00;52.228
2015-06-09T02:00:00;2015-06-09T02:00:00;52.592
2015-06-09T03:00:00;2015-06-09T03:00:00;52.345
2015-06-09T04:00:00;2015-06-09T04:00:00;53.054
2015-06-09T05:00:00;2015-06-09T05:00:00;54.85
2015-06-09T06:00:00;2015-06-09T06:00:00;59.511
2015-06-09T07:00:00;2015-06-09T07:00:00;64.224
2015-06-09T08:00:00;2015-06-09T08:00:00;67.712
2015-06-09T09:00:00;2015-06-09T09:00:00;68.446
2015-06-09T10:00:00;2015-06-09T10:00:00;68.761
2015-06-09T11:00:00;2015-06-09T11:00:00;69.879
2015-06-09T12:00:00;2015-06-09T12:00:00;69.77
2015-06-09T13:00:00;2015-06-09T13:00:00;69.018
2015-06-09T14:00:00;2015-06-09T14:00:00;68.19
2015-06-09T15:00:00;2015-06-09T15:00:00;66.656
2015-06-09T16:00:00;2015-06-09T16:00:00;64.458
2015-06-09T17:00:00;2015-06-09T17:00:00;64.164
2015-06-09T18:00:00;2015-06-09T18:00:00;63.337
2015-06-09T19:00:00;2015-06-09T19:00:00;63.07
2015-06-09T20:00:00;2015-06-09T20:00:00;60.549
2015-06-09T21:00:00;2015-06-09T21:00:00;59.008
2015-06-09T22:00:00;2015-06-09T22:00:00;57.124
2015-06-09T23:00:00;2015-06-09T23:00:00;55.992
2015-06-10T00:00:00;2015-06-10T00:00:00;55.225
2015-06-10T01:00:00;2015-06-10T01:00:00;53.84
2015-06-10T02:00:00;2015-06-10T02:00:00;53.374
2015-06-10T03:00:00;2015-06-10T03:00:00;52.801
2015-06-10T04:00:00;2015-06-10T04:00:00;54.703
2015-06-10T05:00:00;2015-06-10T05:00:00;56.438
2015-06-10T06:00:00;2015-06-10T06:00:00;60.641
2015-06-10T07:00:00;2015-06-10T07:00:00;64.711
2015-06-10T08:00:00;2015-06-10T08:00:00;66.114
2015-06-10T09:00:00;2015-06-10T09:00:00;68.67
2015-06-10T10:00:00;2015-06-10T10:00:00;69.853
2015-06-10T11:00:00;2015-06-10T11:00:00;70.945
2015-06-10T12:00:00;2015-06-10T12:00:00;70.596
2015-06-10T13:00:00;2015-06-10T13:00:00;69.944
2015-06-10T14:00:00;2015-06-10T14:00:00;68.522
2015-06-10T15:00:00;2015-06-10T15:00:00;68.2
2015-06-10T16:00:00;2015-06-10T16:00:00;66.198
2015-06-10T17:00:00;2015-06-10T17:00:00;65.748
2015-06-10T18:00:00;2015-06-10T18:00:00;65.342
2015-06-10T19:00:00;2015-06-10T19:00:00;64.72
2015-06-10T20:00:00;2015-06-10T20:00:00;61.418
2015-06-10T21:00:00;2015-06-10T21:00:00;59.36
2015-06-10T22:00:00;2015-06-10T22:00:00;58.698
2015-06-10T23:00:00;2015-06-10T23:00:00;55.802
2015-06-11T00:00:00;2015-06-11T00:00:00;53.238
2015-06-11T01:00:00;2015-06-11T01:00:00;50.899
2015-06-11T02:00:00;2015-06-11T02:00:00;51.418
2015-06-11T03:00:00;2015-06-11T03:00:00;51.473
2015-06-11T04:00:00;2015-06-11T04:00:00;52.915
2015-06-11T05:00:00;2015-06-11T05:00:00;54.156
2015-06-11T06:00:00;2015-06-11T06:00:00;57.662
2015-06-11T07:00:00;2015-06-11T07:00:00;63.155
2015-06-11T08:00:00;2015-06-11T08:00:00;66.491
2015-06-11T09:00:00;2015-06-11T09:00:00;69.149
2015-06-11T10:00:00;2015-06-11T10:00:00;70.16
2015-06-11T11:00:00;2015-06-11T11:00:00;70.966
2015-06-11T12:00:00;2015-06-11T12:00:00;70.62
2015-06-11T13:00:00;2015-06-11T13:00:00;70.473
2015-06-11T14:00:00;2015-06-11T14:00:00;69.57
2015-06-11T15:00:00;2015-06-11T15:00:00;68.36
2015-06-11T16:00:00;2015-06-11T16:00:00;66.779
2015-06-11T17:00:00;2015-06-11T17:00:00;65.123
2015-06-11T18:00:00;2015-06-11T18:00:00;64.776
2015-06-11T19:00:00;2015-06-11T19:00:00;63.778
2015-06-11T20:00:00;2015-06-11T20:00:00;61.196
2015-06-11T21:00:00;2015-06-11T21:00:00;60.201
2015-06-11T22:00:00;2015-06-11T22:00:00;58.922
2015-06-11T23:00:00;2015-06-11T23:00:00;55.435
2015-06-12T00:00:00;2015-06-12T00:00:00;53.124
2015-06-12T01:00:00;2015-06-12T01:00:00;51.809
2015-06-12T02:00:00;2015-06-12T02:00:00;51.538
2015-06-12T03:00:00;2015-06-12T03:00:00;51.824
2015-06-12T04:00:00;2015-06-12T04:00:00;53.897
2015-06-12T05:00:00;2015-06-12T05:00:00;56.346
2015-06-12T06:00:00;2015-06-12T06:00:00;58.166
2015-06-12T07:00:00;2015-06-12T07:00:00;63.855
2015-06-12T08:00:00;2015-06-12T08:00:00;66.932
2015-06-12T09:00:00;2015-06-12T09:00:00;69.551
2015-06-12T10:00:00;2015-06-12T10:00:00;71.463
2015-06-12T11:00:00;2015-06-12T11:00:00;72.839
2015-06-12T12:00:00;2015-06-12T12:00:00;72.609
2015-06-12T13:00:00;2015-06-12T13:00:00;71.52
2015-06-12T14:00:00;2015-06-12T14:00:00;69.829
2015-06-12T15:00:00;2015-06-12T15:00:00;67.921
2015-06-12T16:00:00;2015-06-12T16:00:00;65.441
2015-06-12T17:00:00;2015-06-12T17:00:00;64.57
2015-06-12T18:00:00;2015-06-12T18:00:00;64.192
2015-06-12T19:00:00;2015-06-12T19:00:00;63.144
2015-06-12T20:00:00;2015-06-12T20:00:00;61.136
2015-06-12T21:00:00;2015-06-12T21:00:00;59.166
2015-06-12T22:00:00;2015-06-12T22:00:00;57.863
2015-06-12T23:00:00;2015-06-12T23:00:00;54.497
2015-06-13T00:00:00;2015-06-13T00:00:00;50.969
2015-06-13T01:00:00;2015-06-13T01:00:00;49.433
2015-06-13T02:00:00;2015-06-13T02:00:00;48.808
2015-06-13T03:00:00;2015-06-13T03:00:00;48.428
2015-06-13T04:00:00;2015-06-13T04:00:00;48.496
2015-06-13T05:00:00;2015-06-13T05:00:00;48.725
2015-06-13T06:00:00;2015-06-13T06:00:00;51.006
2015-06-13T07:00:00;2015-06-13T07:00:00;51.843
2015-06-13T08:00:00;2015-06-13T08:00:00;57.493
2015-06-13T09:00:00;2015-06-13T09:00:00;60.137
2015-06-13T10:00:00;2015-06-13T10:00:00;62.292
2015-06-13T11:00:00;2015-06-13T11:00:00;63.747
2015-06-13T12:00:00;2015-06-13T12:00:00;64.201
2015-06-13T13:00:00;2015-06-13T13:00:00;61.331
2015-06-13T14:00:00;2015-06-13T14:00:00;61.357
2015-06-13T15:00:00;2015-06-13T15:00:00;60.51
2015-06-13T16:00:00;2015-06-13T16:00:00;59.769
2015-06-13T17:00:00;2015-06-13T17:00:00;58.387
2015-06-13T18:00:00;2015-06-13T18:00:00;57.484
2015-06-13T19:00:00;2015-06-13T19:00:00;55.004
2015-06-13T20:00:00;2015-06-13T20:00:00;51.733
2015-06-13T21:00:00;2015-06-13T21:00:00;50.938
2015-06-13T22:00:00;2015-06-13T22:00:00;50.748
2015-06-13T23:00:00;2015-06-13T23:00:00;48.003
2015-06-14T00:00:00;2015-06-14T00:00:00;45.769
2015-06-14T01:00:00;2015-06-14T01:00:00;45.835
2015-06-14T02:00:00;2015-06-14T02:00:00;45.402
2015-06-14T03:00:00;2015-06-14T03:00:00;45.089
2015-06-14T04:00:00;2015-06-14T04:00:00;46.182
2015-06-14T05:00:00;2015-06-14T05:00:00;46.906
2015-06-14T06:00:00;2015-06-14T06:00:00;47.519
2015-06-14T07:00:00;2015-06-14T07:00:00;47.819
2015-06-14T08:00:00;2015-06-14T08:00:00;50.943
2015-06-14T09:00:00;2015-06-14T09:00:00;53.231
2015-06-14T10:00:00;2015-06-14T10:00:00;54.736
2015-06-14T11:00:00;2015-06-14T11:00:00;56.437
2015-06-14T12:00:00;2015-06-14T12:00:00;57.232
2015-06-14T13:00:00;2015-06-14T13:00:00;56.652
2015-06-14T14:00:00;2015-06-14T14:00:00;54.836
2015-06-14T15:00:00;2015-06-14T15:00:00;53.265
2015-06-14T16:00:00;2015-06-14T16:00:00;53.017
2015-06-14T17:00:00;2015-06-14T17:00:00;52.673
2015-06-14T18:00:00;2015-06-14T18:00:00;53.404
2015-06-14T19:00:00;2015-06-14T19:00:00;53.541
2015-06-14T20:00:00;2015-06-14T20:00:00;51.756
2015-06-14T21:00:00;2015-06-14T21:00:00;51.903
2015-06-14T22:00:00;2015-06-14T22:00:00;52.484
2015-06-14T23:00:00;2015-06-14T23:00:00;49.194
2015-06-15T00:00:00;2015-06-15T00:00:00;47.585
2015-06-15T01:00:00;2015-06-15T01:00:00;46.488
2015-06-15T02:00:00;2015-06-15T02:00:00;46.73
2015-06-15T03:00:00;2015-06-15T03:00:00;47.356
2015-06-15T04:00:00;2015-06-15T04:00:00;49.165
2015-06-15T05:00:00;2015-06-15T05:00:00;50.739
2015-06-15T06:00:00;2015-06-15T06:00:00;57.002
2015-06-15T07:00:00;2015-06-15T07:00:00;63.932
2015-06-15T08:00:00;2015-06-15T08:00:00;65.712
2015-06-15T09:00:00;2015-06-15T09:00:00;66.941
2015-06-15T10:00:00;2015-06-15T10:00:00;68.918
2015-06-15T11:00:00;2015-06-15T11:00:00;70.915
2015-06-15T12:00:00;2015-06-15T12:00:00;70.93
2015-06-15T13:00:00;2015-06-15T13:00:00;69.263
2015-06-15T14:00:00;2015-06-15T14:00:00;68.245
2015-06-15T15:00:00;2015-06-15T15:00:00;67.698
2015-06-15T16:00:00;2015-06-15T16:00:00;66.385
2015-06-15T17:00:00;2015-06-15T17:00:00;65.531
2015-06-15T18:00:00;2015-06-15T18:00:00;64.463
2015-06-15T19:00:00;2015-06-15T19:00:00;63.957
2015-06-15T20:00:00;2015-06-15T20:00:00;61.373
2015-06-15T21:00:00;2015-06-15T21:00:00;58.849
2015-06-15T22:00:00;2015-06-15T22:00:00;57.992
2015-06-15T23:00:00;2015-06-15T23:00:00;55.436
2015-06-16T00:00:00;2015-06-16T00:00:00;52.239
2015-06-16T01:00:00;2015-06-16T01:00:00;50.219
2015-06-16T02:00:00;2015-06-16T02:00:00;51.427
2015-06-16T03:00:00;2015-06-16T03:00:00;51.927
2015-06-16T04:00:00;2015-06-16T04:00:00;53.944
2015-06-16T05:00:00;2015-06-16T05:00:00;55.426
2015-06-16T06:00:00;2015-06-16T06:00:00;59.733
2015-06-16T07:00:00;2015-06-16T07:00:00;65.049
2015-06-16T08:00:00;2015-06-16T08:00:00;67.706
2015-06-16T09:00:00;2015-06-16T09:00:00;68.955
2015-06-16T10:00:00;2015-06-16T10:00:00;71.703
2015-06-16T11:00:00;2015-06-16T11:00:00;72.092
2015-06-16T12:00:00;2015-06-16T12:00:00;70.65
2015-06-16T13:00:00;2015-06-16T13:00:00;70.121
2015-06-16T14:00:00;2015-06-16T14:00:00;70.329
2015-06-16T15:00:00;2015-06-16T15:00:00;68.536
2015-06-16T16:00:00;2015-06-16T16:00:00;66.679
2015-06-16T17:00:00;2015-06-16T17:00:00;65.429
2015-06-16T18:00:00;2015-06-16T18:00:00;64.356
2015-06-16T19:00:00;2015-06-16T19:00:00;64.236
2015-06-16T20:00:00;2015-06-16T20:00:00;60.989
2015-06-16T21:00:00;2015-06-16T21:00:00;58.233
2015-06-16T22:00:00;2015-06-16T22:00:00;58.742
2015-06-16T23:00:00;2015-06-16T23:00:00;56.572
2015-06-17T00:00:00;2015-06-17T00:00:00;55.403
2015-06-17T01:00:00;2015-06-17T01:00:00;52.77
2015-06-17T02:00:00;2015-06-17T02:00:00;53.164
2015-06-17T03:00:00;2015-06-17T03:00:00;53.271
2015-06-17T04:00:00;2015-06-17T04:00:00;54.838
2015-06-17T05:00:00;2015-06-17T05:00:00;56.205
2015-06-17T06:00:00;2015-06-17T06:00:00;62.416
2015-06-17T07:00:00;2015-06-17T07:00:00;67.04
2015-06-17T08:00:00;2015-06-17T08:00:00;68.447
2015-06-17T09:00:00;2015-06-17T09:00:00;69.448
2015-06-17T10:00:00;2015-06-17T10:00:00;71.895
2015-06-17T11:00:00;2015-06-17T11:00:00;72.864
2015-06-17T12:00:00;2015-06-17T12:00:00;72.586
2015-06-17T13:00:00;2015-06-17T13:00:00;72.363
2015-06-17T14:00:00;2015-06-17T14:00:00;70.674
2015-06-17T15:00:00;2015-06-17T15:00:00;68.758
2015-06-17T16:00:00;2015-06-17T16:00:00;66.91
2015-06-17T17:00:00;2015-06-17T17:00:00;65.745
2015-06-17T18:00:00;2015-06-17T18:00:00;64.137
2015-06-17T19:00:00;2015-06-17T19:00:00;63.014
2015-06-17T20:00:00;2015-06-17T20:00:00;61.347
2015-06-17T21:00:00;2015-06-17T21:00:00;59.927
2015-06-17T22:00:00;2015-06-17T22:00:00;58.803
2015-06-17T23:00:00;2015-06-17T23:00:00;56.06
2015-06-18T00:00:00;2015-06-18T00:00:00;54.71
2015-06-18T01:00:00;2015-06-18T01:00:00;51.198
2015-06-18T02:00:00;2015-06-18T02:00:00;51.609
2015-06-18T03:00:00;2015-06-18T03:00:00;51.608
2015-06-18T04:00:00;2015-06-18T04:00:00;53.081
2015-06-18T05:00:00;2015-06-18T05:00:00;55.886
2015-06-18T06:00:00;2015-06-18T06:00:00;59.882
2015-06-18T07:00:00;2015-06-18T07:00:00;65.298
2015-06-18T08:00:00;2015-06-18T08:00:00;68.357
2015-06-18T09:00:00;2015-06-18T09:00:00;68.978
2015-06-18T10:00:00;2015-06-18T10:00:00;70.001
2015-06-18T11:00:00;2015-06-18T11:00:00;71.406
2015-06-18T12:00:00;2015-06-18T12:00:00;70.003
2015-06-18T13:00:00;2015-06-18T13:00:00;70.173
2015-06-18T14:00:00;2015-06-18T14:00:00;69.73
2015-06-18T15:00:00;2015-06-18T15:00:00;69.42
2015-06-18T16:00:00;2015-06-18T16:00:00;67.644
2015-06-18T17:00:00;2015-06-18T17:00:00;66.142
2015-06-18T18:00:00;2015-06-18T18:00:00;65.31
2015-06-18T19:00:00;2015-06-18T19:00:00;64.036
2015-06-18T20:00:00;2015-06-18T20:00:00;61.352
2015-06-18T21:00:00;2015-06-18T21:00:00;60.5
2015-06-18T22:00:00;2015-06-18T22:00:00;59.366
2015-06-18T23:00:00;2015-06-18T23:00:00;56.587
2015-06-19T00:00:00;2015-06-19T00:00:00;54.459
2015-06-19T01:00:00;2015-06-19T01:00:00;52.475
2015-06-19T02:00:00;2015-06-19T02:00:00;52.818
2015-06-19T03:00:00;2015-06-19T03:00:00;53.708
2015-06-19T04:00:00;2015-06-19T04:00:00;54.61
2015-06-19T05:00:00;2015-06-19T05:00:00;56.245
2015-06-19T06:00:00;2015-06-19T06:00:00;60.765
2015-06-19T07:00:00;2015-06-19T07:00:00;65.531
2015-06-19T08:00:00;2015-06-19T08:00:00;69.53
2015-06-19T09:00:00;2015-06-19T09:00:00;70.685
2015-06-19T10:00:00;2015-06-19T10:00:00;72.204
2015-06-19T11:00:00;2015-06-19T11:00:00;73.173
2015-06-19T12:00:00;2015-06-19T12:00:00;72.386
2015-06-19T13:00:00;2015-06-19T13:00:00;70.479
2015-06-19T14:00:00;2015-06-19T14:00:00;69.291
2015-06-19T15:00:00;2015-06-19T15:00:00;67.25
2015-06-19T16:00:00;2015-06-19T16:00:00;67.565
2015-06-19T17:00:00;2015-06-19T17:00:00;67.827
2015-06-19T18:00:00;2015-06-19T18:00:00;66.381
2015-06-19T19:00:00;2015-06-19T19:00:00;65.601
2015-06-19T20:00:00;2015-06-19T20:00:00;64.248
2015-06-19T21:00:00;2015-06-19T21:00:00;62.127
2015-06-19T22:00:00;2015-06-19T22:00:00;59.801
2015-06-19T23:00:00;2015-06-19T23:00:00;56.124
2015-06-20T00:00:00;2015-06-20T00:00:00;53.031
2015-06-20T01:00:00;2015-06-20T01:00:00;50.518
2015-06-20T02:00:00;2015-06-20T02:00:00;50.101
2015-06-20T03:00:00;2015-06-20T03:00:00;49.727
2015-06-20T04:00:00;2015-06-20T04:00:00;50.455
2015-06-20T05:00:00;2015-06-20T05:00:00;50.906
2015-06-20T06:00:00;2015-06-20T06:00:00;51.562
2015-06-20T07:00:00;2015-06-20T07:00:00;53.849
2015-06-20T08:00:00;2015-06-20T08:00:00;57.554
2015-06-20T09:00:00;2015-06-20T09:00:00;60.998
2015-06-20T10:00:00;2015-06-20T10:00:00;62.731
2015-06-20T11:00:00;2015-06-20T11:00:00;63.736
2015-06-20T12:00:00;2015-06-20T12:00:00;63.256
2015-06-20T13:00:00;2015-06-20T13:00:00;58.748
2015-06-20T14:00:00;2015-06-20T14:00:00;57.864
2015-06-20T15:00:00;2015-06-20T15:00:00;56.327
2015-06-20T16:00:00;2015-06-20T16:00:00;56.382
2015-06-20T17:00:00;2015-06-20T17:00:00;55.725
2015-06-20T18:00:00;2015-06-20T18:00:00;54.973
2015-06-20T19:00:00;2015-06-20T19:00:00;54.3
2015-06-20T20:00:00;2015-06-20T20:00:00;52.024
2015-06-20T21:00:00;2015-06-20T21:00:00;52.639
2015-06-20T22:00:00;2015-06-20T22:00:00;52.549
2015-06-20T23:00:00;2015-06-20T23:00:00;48.856
2015-06-21T00:00:00;2015-06-21T00:00:00;46.705
2015-06-21T01:00:00;2015-06-21T01:00:00;45.616
2015-06-21T02:00:00;2015-06-21T02:00:00;45.58
2015-06-21T03:00:00;2015-06-21T03:00:00;45.19
2015-06-21T04:00:00;2015-06-21T04:00:00;46.261
2015-06-21T05:00:00;2015-06-21T05:00:00;46.898
2015-06-21T06:00:00;2015-06-21T06:00:00;47.355
2015-06-21T07:00:00;2015-06-21T07:00:00;48.926
2015-06-21T08:00:00;2015-06-21T08:00:00;50.513
2015-06-21T09:00:00;2015-06-21T09:00:00;53.14
2015-06-21T10:00:00;2015-06-21T10:00:00;55.951
2015-06-21T11:00:00;2015-06-21T11:00:00;58.052
2015-06-21T12:00:00;2015-06-21T12:00:00;57.2
2015-06-21T13:00:00;2015-06-21T13:00:00;54.588
2015-06-21T14:00:00;2015-06-21T14:00:00;53.663
2015-06-21T15:00:00;2015-06-21T15:00:00;54.005
2015-06-21T16:00:00;2015-06-21T16:00:00;53.919
2015-06-21T17:00:00;2015-06-21T17:00:00;53.3
2015-06-21T18:00:00;2015-06-21T18:00:00;54.202
2015-06-21T19:00:00;2015-06-21T19:00:00;52.44
2015-06-21T20:00:00;2015-06-21T20:00:00;52.093
2015-06-21T21:00:00;2015-06-21T21:00:00;51.779
2015-06-21T22:00:00;2015-06-21T22:00:00;51.694
2015-06-21T23:00:00;2015-06-21T23:00:00;51.361
2015-06-22T00:00:00;2015-06-22T00:00:00;49.691
2015-06-22T01:00:00;2015-06-22T01:00:00;48.968
2015-06-22T02:00:00;2015-06-22T02:00:00;49.521
2015-06-22T03:00:00;2015-06-22T03:00:00;49.668
2015-06-22T04:00:00;2015-06-22T04:00:00;50.591
2015-06-22T05:00:00;2015-06-22T05:00:00;53.366
2015-06-22T06:00:00;2015-06-22T06:00:00;58.527
2015-06-22T07:00:00;2015-06-22T07:00:00;64.763
2015-06-22T08:00:00;2015-06-22T08:00:00;67.867
2015-06-22T09:00:00;2015-06-22T09:00:00;69.818
2015-06-22T10:00:00;2015-06-22T10:00:00;73.048
2015-06-22T11:00:00;2015-06-22T11:00:00;73.649
2015-06-22T12:00:00;2015-06-22T12:00:00;72.175
2015-06-22T13:00:00;2015-06-22T13:00:00;72.909
2015-06-22T14:00:00;2015-06-22T14:00:00;70.381
2015-06-22T15:00:00;2015-06-22T15:00:00;70.468
2015-06-22T16:00:00;2015-06-22T16:00:00;67.478
2015-06-22T17:00:00;2015-06-22T17:00:00;67.582
2015-06-22T18:00:00;2015-06-22T18:00:00;67.157
2015-06-22T19:00:00;2015-06-22T19:00:00;66.215
2015-06-22T20:00:00;2015-06-22T20:00:00;62.851
2015-06-22T21:00:00;2015-06-22T21:00:00;61.038
2015-06-22T22:00:00;2015-06-22T22:00:00;59.831
2015-06-22T23:00:00;2015-06-22T23:00:00;57.718
2015-06-23T00:00:00;2015-06-23T00:00:00;55.305
2015-06-23T01:00:00;2015-06-23T01:00:00;53.775
2015-06-23T02:00:00;2015-06-23T02:00:00;53.878
2015-06-23T03:00:00;2015-06-23T03:00:00;53.465
2015-06-23T04:00:00;2015-06-23T04:00:00;53.906
2015-06-23T05:00:00;2015-06-23T05:00:00;56.28
2015-06-23T06:00:00;2015-06-23T06:00:00;60.661
2015-06-23T07:00:00;2015-06-23T07:00:00;66.928
2015-06-23T08:00:00;2015-06-23T08:00:00;68.755
2015-06-23T09:00:00;2015-06-23T09:00:00;70.269
2015-06-23T10:00:00;2015-06-23T10:00:00;72.016
2015-06-23T11:00:00;2015-06-23T11:00:00;73.943
2015-06-23T12:00:00;2015-06-23T12:00:00;70.749
2015-06-23T13:00:00;2015-06-23T13:00:00;70.937
2015-06-23T14:00:00;2015-06-23T14:00:00;69.186
2015-06-23T15:00:00;2015-06-23T15:00:00;68.369
2015-06-23T16:00:00;2015-06-23T16:00:00;69.488
2015-06-23T17:00:00;2015-06-23T17:00:00;68.274
2015-06-23T18:00:00;2015-06-23T18:00:00;67.964
2015-06-23T19:00:00;2015-06-23T19:00:00;66.88
2015-06-23T20:00:00;2015-06-23T20:00:00;64.693
2015-06-23T21:00:00;2015-06-23T21:00:00;62.35
2015-06-23T22:00:00;2015-06-23T22:00:00;59.571
2015-06-23T23:00:00;2015-06-23T23:00:00;57.043
2015-06-24T00:00:00;2015-06-24T00:00:00;55.272
2015-06-24T01:00:00;2015-06-24T01:00:00;53.651
2015-06-24T02:00:00;2015-06-24T02:00:00;53.484
2015-06-24T03:00:00;2015-06-24T03:00:00;54.087
2015-06-24T04:00:00;2015-06-24T04:00:00;55.97
2015-06-24T05:00:00;2015-06-24T05:00:00;57.15
2015-06-24T06:00:00;2015-06-24T06:00:00;61.688
2015-06-24T07:00:00;2015-06-24T07:00:00;67.45
2015-06-24T08:00:00;2015-06-24T08:00:00;68.798
2015-06-24T09:00:00;2015-06-24T09:00:00;70.564
2015-06-24T10:00:00;2015-06-24T10:00:00;73.938
2015-06-24T11:00:00;2015-06-24T11:00:00;74.51
2015-06-24T12:00:00;2015-06-24T12:00:00;74.185
2015-06-24T13:00:00;2015-06-24T13:00:00;72.605
2015-06-24T14:00:00;2015-06-24T14:00:00;71.563
2015-06-24T15:00:00;2015-06-24T15:00:00;69.693
2015-06-24T16:00:00;2015-06-24T16:00:00;67.192
2015-06-24T17:00:00;2015-06-24T17:00:00;65.481
2015-06-24T18:00:00;2015-06-24T18:00:00;66.165
2015-06-24T19:00:00;2015-06-24T19:00:00;64.576
2015-06-24T20:00:00;2015-06-24T20:00:00;60.909
2015-06-24T21:00:00;2015-06-24T21:00:00;60.88
2015-06-24T22:00:00;2015-06-24T22:00:00;60.48
2015-06-24T23:00:00;2015-06-24T23:00:00;55.037
